Unnamed: 0,image,variant,family
1709,1527514,Challen,Challenger 600
1710,43892,Challen,Challenger 600
1711,1806211,Challen,Challenger 600
1712,1685190,Challen,Challenger 600
1713,1071955,Challen,Challenger 600
1714,2091949,Challen,Challenger 600
1715,1254187,Challen,Challenger 600
1716,1833885,Challen,Challenger 600
1717,1447563,Challen,Challenger 600
1718,1341992,Challen,Challenger 600
1719,2137132,Challen,Challenger 600
1720,2162362,Challen,Challenger 600
1721,1037167,Challen,Challenger 600
1722,1468807,Challen,Challenger 600
1723,2045491,Challen,Challenger 600
1724,1387066,Challen,Challenger 600
1725,1398927,Challen,Challenger 600
1726,1966540,Challen,Challenger 600
1727,1943166,Challen,Challenger 600
1728,1995036,Challen,Challenger 600
1729,1341989,Challen,Challenger 600
1730,781272,Challen,Challenger 600
1731,2072257,Challen,Challenger 600
1732,1132237,Challen,Challenger 600
1733,979466,Challen,Challenger 600
1734,985789,DC-10,DC-10
1735,709877,DC-10,DC-10
1736,677584,DC-10,DC-10
1737,218850,DC-10,DC-10
1738,847480,DC-10,DC-10
1739,523171,DC-10,DC-10
1740,1707735,DC-10,DC-10
1741,901369,DC-10,DC-10
1742,102237,DC-10,DC-10
1743,1153404,DC-10,DC-10
1744,1195442,DC-10,DC-10
1745,720225,DC-10,DC-10
1746,136197,DC-10,DC-10
1747,195749,DC-10,DC-10
1748,734099,DC-10,DC-10
1749,1288663,DC-10,DC-10
1750,1523895,DC-10,DC-10
1751,610689,DC-10,DC-10
1752,894321,DC-10,DC-10
1753,538339,DC-10,DC-10
1754,895290,DC-10,DC-10
1755,1523369,DC-10,DC-10
1756,1344995,DC-10,DC-10
1757,209555,DC-10,DC-10
1758,1031474,DC-10,DC-10
1759,65834,DC-10,DC-10
1760,968446,DC-10,DC-10
1761,62226,DC-10,DC-10
1762,478314,DC-10,DC-10
1763,880572,DC-10,DC-10
1764,171956,DC-10,DC-10
1765,1627560,DC-10,DC-10
1766,114448,DC-10,DC-10
1767,1548863,DC-3,DC-3
1768,1754185,DC-3,DC-3
1769,2178266,DC-3,DC-3
1770,689371,DC-3,DC-3
1771,1335117,DC-3,DC-3
1772,539184,DC-3,DC-3
1773,781086,DC-3,DC-3
1774,554595,DC-3,DC-3
1775,730802,DC-3,DC-3
1776,306459,DC-3,DC-3
1777,706209,DC-3,DC-3
1778,1907013,DC-3,DC-3
1779,572858,DC-3,DC-3
1780,551410,DC-3,DC-3
1781,773044,DC-3,DC-3
1782,642084,DC-3,DC-3
1783,1569049,DC-3,DC-3
1784,960175,DC-3,DC-3
1785,1287591,DC-3,DC-3
1786,692381,DC-3,DC-3
1787,1335116,DC-3,DC-3
1788,2142087,DC-3,DC-3
1789,457893,DC-3,DC-3
1790,1543036,DC-3,DC-3
1791,1542798,DC-3,DC-3
1792,548480,DC-3,DC-3
1793,768395,DC-3,DC-3
1794,538594,DC-3,DC-3
1795,586256,DC-3,DC-3
1796,540048,DC-3,DC-3
1797,1002458,DC-3,DC-3
1798,773533,DC-3,DC-3
1799,1509369,DC-3,DC-3
1800,564013,DC-6,DC-6
1801,1036701,DC-6,DC-6
1802,1723103,DC-6,DC-6
1803,538259,DC-6,DC-6
1804,554933,DC-6,DC-6
1805,564624,DC-6,DC-6
1806,539186,DC-6,DC-6
1807,548883,DC-6,DC-6
1808,280174,DC-6,DC-6
1809,730399,DC-6,DC-6
1810,1335215,DC-6,DC-6
1811,1418871,DC-6,DC-6
1812,568994,DC-6,DC-6
1813,773019,DC-6,DC-6
1814,920945,DC-6,DC-6
1815,796296,DC-6,DC-6
1816,586041,DC-6,DC-6
1817,1763588,DC-6,DC-6
1818,489934,DC-6,DC-6
1819,1588561,DC-6,DC-6
1820,554716,DC-6,DC-6
1821,598378,DC-6,DC-6
1822,1316961,DC-6,DC-6
1823,91297,DC-6,DC-6
1824,564009,DC-6,DC-6
1825,1527556,DC-6,DC-6
1826,1036806,DC-6,DC-6
1827,920422,DC-6,DC-6
1828,1945292,DC-6,DC-6
1829,1601486,DC-6,DC-6
1830,174896,DC-6,DC-6
1831,1767100,DC-6,DC-6
1832,586769,DC-6,DC-6
1833,593152,DC-6,DC-6
1834,174901,DC-8,DC-8
1835,547507,DC-8,DC-8
1836,593168,DC-8,DC-8
1837,1018931,DC-8,DC-8
1838,1309052,DC-8,DC-8
1839,792200,DC-8,DC-8
1840,109461,DC-8,DC-8
1841,62662,DC-8,DC-8
1842,723126,DC-8,DC-8
1843,1514524,DC-8,DC-8
1844,1338156,DC-8,DC-8
1845,564160,DC-8,DC-8
1846,880575,DC-8,DC-8
1847,593173,DC-8,DC-8
1848,1314561,DC-8,DC-8
1849,116710,DC-8,DC-8
1850,901456,DC-8,DC-8
1851,147042,DC-8,DC-8
1852,1927216,DC-8,DC-8
1853,353524,DC-8,DC-8
1854,593170,DC-8,DC-8
1855,735040,DC-8,DC-8
1856,1014104,DC-8,DC-8
1857,901460,DC-8,DC-8
1858,546334,DC-8,DC-8
1859,901474,DC-8,DC-8
1860,547003,DC-8,DC-8
1861,1049867,DC-8,DC-8
1862,782914,DC-8,DC-8
1863,606501,DC-8,DC-8
1864,967847,DC-8,DC-8
1865,171412,DC-8,DC-8
1866,1443523,DC-8,DC-8
1867,449728,DC-9-30,DC-9
1868,1296245,DC-9-30,DC-9
1869,93514,DC-9-30,DC-9
1870,318361,DC-9-30,DC-9
1871,996336,DC-9-30,DC-9
1872,1043374,DC-9-30,DC-9
1873,685372,DC-9-30,DC-9
1874,1354218,DC-9-30,DC-9
1875,62255,DC-9-30,DC-9
1876,198449,DC-9-30,DC-9
1877,114430,DC-9-30,DC-9
1878,1773370,DC-9-30,DC-9
1879,78550,DC-9-30,DC-9
1880,738966,DC-9-30,DC-9
1881,1707772,DC-9-30,DC-9
1882,1037614,DC-9-30,DC-9
1883,732526,DC-9-30,DC-9
1884,65221,DC-9-30,DC-9
1885,522876,DC-9-30,DC-9
1886,302650,DC-9-30,DC-9
1887,174937,DC-9-30,DC-9
1888,1196996,DC-9-30,DC-9
1889,750589,DC-9-30,DC-9
1890,746111,DC-9-30,DC-9
1891,195006,DC-9-30,DC-9
1892,1251764,DC-9-30,DC-9
1893,1667009,DC-9-30,DC-9
1894,554721,DC-9-30,DC-9
1895,523118,DC-9-30,DC-9
1896,907367,DC-9-30,DC-9
1897,923417,DC-9-30,DC-9
1898,901350,DC-9-30,DC-9
1899,74747,DC-9-30,DC-9
1900,1369849,DH-82,DH-82
1901,2132956,DH-82,DH-82
1902,2125414,DH-82,DH-82
1903,1999287,DH-82,DH-82
1904,1253432,DH-82,DH-82
1905,1596146,DH-82,DH-82
1906,1551547,DH-82,DH-82
1907,1451909,DH-82,DH-82
1908,1411124,DH-82,DH-82
1909,787578,DH-82,DH-82
1910,1265381,DH-82,DH-82
1911,1974802,DH-82,DH-82
1912,2195779,DH-82,DH-82
1913,2211337,DH-82,DH-82
1914,763917,DH-82,DH-82
1915,1001821,DH-82,DH-82
1916,2093456,DH-82,DH-82
1917,984284,DH-82,DH-82
1918,1700012,DH-82,DH-82
1919,1019430,DH-82,DH-82
1920,1855552,DH-82,DH-82
1921,2175577,DH-82,DH-82
1922,735046,DH-82,DH-82
1923,1849520,DH-82,DH-82
1924,730316,DH-82,DH-82
1925,1041757,DH-82,DH-82
1926,820512,DH-82,DH-82
1927,1914385,DH-82,DH-82
1928,1647139,DH-82,DH-82
1929,1539398,DH-82,DH-82
1930,743290,DH-82,DH-82
1931,1348951,DH-82,DH-82
1932,1924286,DH-82,DH-82
1933,1635084,DH-82,DH-82
1934,1378088,DHC-1,DHC-1
1935,765020,DHC-1,DHC-1
1936,1778940,DHC-1,DHC-1
1937,930240,DHC-1,DHC-1
1938,1380455,DHC-1,DHC-1
1939,1032474,DHC-1,DHC-1
1940,2116803,DHC-1,DHC-1
1941,653292,DHC-1,DHC-1
1942,1705402,DHC-1,DHC-1
1943,2026690,DHC-1,DHC-1
1944,1906848,DHC-1,DHC-1
1945,1397217,DHC-1,DHC-1
1946,2039227,DHC-1,DHC-1
1947,1940512,DHC-1,DHC-1
1948,731604,DHC-1,DHC-1
1949,1534866,DHC-1,DHC-1
1950,1172147,DHC-1,DHC-1
1951,1379879,DHC-1,DHC-1
1952,1384548,DHC-1,DHC-1
1953,1370455,DHC-1,DHC-1
1954,1901546,DHC-1,DHC-1
1955,1592073,DHC-1,DHC-1
1956,1371730,DHC-1,DHC-1
1957,1842566,DHC-1,DHC-1
1958,1739571,DHC-1,DHC-1
1959,1280039,DHC-1,DHC-1
1960,1906812,DHC-1,DHC-1
1961,1386022,DHC-1,DHC-1
1962,1448765,DHC-1,DHC-1
1963,1922541,DHC-1,DHC-1
1964,1716062,DHC-1,DHC-1
1965,2175563,DHC-1,DHC-1
1966,960998,DHC-1,DHC-1
1967,2004745,DHC-6,DHC-6
1968,773536,DHC-6,DHC-6
1969,2008455,DHC-6,DHC-6
1970,2003456,DHC-6,DHC-6
1971,1943367,DHC-6,DHC-6
1972,2096269,DHC-6,DHC-6
1973,1992245,DHC-6,DHC-6
1974,1991750,DHC-6,DHC-6
1975,1449320,DHC-6,DHC-6
1976,1900936,DHC-6,DHC-6
1977,735020,DHC-6,DHC-6
1978,1023007,DHC-6,DHC-6
1979,1053560,DHC-6,DHC-6
1980,1999875,DHC-6,DHC-6
1981,1998935,DHC-6,DHC-6
1982,540390,DHC-6,DHC-6
1983,2010325,DHC-6,DHC-6
1984,1384617,DHC-6,DHC-6
1985,1158572,DHC-6,DHC-6
1986,843965,DHC-6,DHC-6
1987,1992133,DHC-6,DHC-6
1988,1997802,DHC-6,DHC-6
1989,734769,DHC-6,DHC-6
1990,302001,DHC-6,DHC-6
1991,848059,DHC-6,DHC-6
1992,1158573,DHC-6,DHC-6
1993,2005091,DHC-6,DHC-6
1994,2008454,DHC-6,DHC-6
1995,2000356,DHC-6,DHC-6
1996,1992126,DHC-6,DHC-6
1997,2010474,DHC-6,DHC-6
1998,687278,DHC-6,DHC-6
1999,777090,DHC-6,DHC-6
2000,69770,DHC-8-1,Dash 8
2001,167123,DHC-8-1,Dash 8
2002,1097300,DHC-8-1,Dash 8
2003,1194995,DHC-8-1,Dash 8
2004,114402,DHC-8-1,Dash 8
2005,82492,DHC-8-1,Dash 8
2006,1272644,DHC-8-1,Dash 8
2007,157159,DHC-8-1,Dash 8
2008,2057958,DHC-8-1,Dash 8
2009,907363,DHC-8-1,Dash 8
2010,1149052,DHC-8-1,Dash 8
2011,302038,DHC-8-1,Dash 8
2012,296013,DHC-8-1,Dash 8
2013,685134,DHC-8-1,Dash 8
2014,362888,DHC-8-1,Dash 8
2015,630229,DHC-8-1,Dash 8
2016,1043778,DHC-8-1,Dash 8
2017,1003141,DHC-8-1,Dash 8
2018,93513,DHC-8-1,Dash 8
2019,64627,DHC-8-1,Dash 8
2020,161728,DHC-8-1,Dash 8
2021,114425,DHC-8-1,Dash 8
2022,1192103,DHC-8-1,Dash 8
2023,573292,DHC-8-1,Dash 8
2024,1412618,DHC-8-1,Dash 8
2025,713740,DHC-8-1,Dash 8
2026,127502,DHC-8-1,Dash 8
2027,1683145,DHC-8-1,Dash 8
2028,1028704,DHC-8-1,Dash 8
2029,1169726,DHC-8-1,Dash 8
2030,1891667,DHC-8-1,Dash 8
2031,97113,DHC-8-1,Dash 8
2032,302923,DHC-8-1,Dash 8
2033,1031455,DHC-8-1,Dash 8
2034,1637519,DHC-8-3,Dash 8
2035,127501,DHC-8-3,Dash 8
2036,2125161,DHC-8-3,Dash 8
2037,2191947,DHC-8-3,Dash 8
2038,2147230,DHC-8-3,Dash 8
2039,822062,DHC-8-3,Dash 8
2040,2171042,DHC-8-3,Dash 8
2041,1188112,DHC-8-3,Dash 8
2042,1219389,DHC-8-3,Dash 8
2043,2264968,DHC-8-3,Dash 8
2044,62697,DHC-8-3,Dash 8
2045,763430,DHC-8-3,Dash 8
2046,1656419,DHC-8-3,Dash 8
2047,2251230,DHC-8-3,Dash 8
2048,1121273,DHC-8-3,Dash 8
2049,1714818,DHC-8-3,Dash 8
2050,1736150,DHC-8-3,Dash 8
2051,1144436,DHC-8-3,Dash 8
2052,136179,DHC-8-3,Dash 8
2053,1043793,DHC-8-3,Dash 8
2054,460483,DHC-8-3,Dash 8
2055,2106882,DHC-8-3,Dash 8
2056,383680,DHC-8-3,Dash 8
2057,732415,DHC-8-3,Dash 8
2058,1548444,DHC-8-3,Dash 8
2059,1870570,DHC-8-3,Dash 8
2060,1043724,DHC-8-3,Dash 8
2061,1538836,DHC-8-3,Dash 8
2062,979645,DHC-8-3,Dash 8
2063,1465203,DHC-8-3,Dash 8
2064,1444145,DHC-8-3,Dash 8
2065,835324,DHC-8-3,Dash 8
2066,1709677,DHC-8-3,Dash 8
2067,1150085,DR-400,DR-400
2068,1223202,DR-400,DR-400
2069,1513134,DR-400,DR-400
2070,1283207,DR-400,DR-400
2071,780677,DR-400,DR-400
2072,2236316,DR-400,DR-400
2073,1773350,DR-400,DR-400
2074,1365858,DR-400,DR-400
2075,2259663,DR-400,DR-400
2076,1634649,DR-400,DR-400
2077,1837336,DR-400,DR-400
2078,1234230,DR-400,DR-400
2079,1521506,DR-400,DR-400
2080,1460096,DR-400,DR-400
2081,1001812,DR-400,DR-400
2082,1222829,DR-400,DR-400
2083,2231709,DR-400,DR-400
2084,1606079,DR-400,DR-400
2085,1915068,DR-400,DR-400
2086,1318818,DR-400,DR-400
2087,1366121,DR-400,DR-400
2088,1670610,DR-400,DR-400
2089,1563889,DR-400,DR-400
2090,2229412,DR-400,DR-400
2091,1666989,DR-400,DR-400
2092,1698129,DR-400,DR-400
2093,1408695,DR-400,DR-400
2094,2185726,DR-400,DR-400
2095,1726551,DR-400,DR-400
2096,1374642,DR-400,DR-400
2097,1637925,DR-400,DR-400
2098,1382204,DR-400,DR-400
2099,1540006,DR-400,DR-400
2100,1122822,Dornier,Dornier 328
2101,517625,Dornier,Dornier 328
2102,248122,Dornier,Dornier 328
2103,908591,Dornier,Dornier 328
2104,1124489,Dornier,Dornier 328
2105,1068481,Dornier,Dornier 328
2106,673508,Dornier,Dornier 328
2107,923562,Dornier,Dornier 328
2108,492492,Dornier,Dornier 328
2109,925499,Dornier,Dornier 328
2110,997581,Dornier,Dornier 328
2111,1060652,Dornier,Dornier 328
2112,443972,Dornier,Dornier 328
2113,1455391,Dornier,Dornier 328
2114,1895014,Dornier,Dornier 328
2115,943962,Dornier,Dornier 328
2116,522914,Dornier,Dornier 328
2117,2169272,Dornier,Dornier 328
2118,1693197,Dornier,Dornier 328
2119,1092265,Dornier,Dornier 328
2120,465268,Dornier,Dornier 328
2121,2170856,Dornier,Dornier 328
2122,1458702,Dornier,Dornier 328
2123,1453430,Dornier,Dornier 328
2124,2123970,Dornier,Dornier 328
2125,1228463,Dornier,Dornier 328
2126,1326646,Dornier,Dornier 328
2127,63918,Dornier,Dornier 328
2128,1674738,Dornier,Dornier 328
2129,1810960,Dornier,Dornier 328
2130,958520,Dornier,Dornier 328
2131,917357,Dornier,Dornier 328
2132,1938172,Dornier,Dornier 328
2133,2101956,Dornier,Dornier 328
2134,1145151,E-170,Embraer E-Jet
2135,1303460,E-170,Embraer E-Jet
2136,708630,E-170,Embraer E-Jet
2137,1315140,E-170,Embraer E-Jet
2138,1077156,E-170,Embraer E-Jet
2139,1227101,E-170,Embraer E-Jet
2140,2105219,E-170,Embraer E-Jet
2141,905078,E-170,Embraer E-Jet
2142,2239296,E-170,Embraer E-Jet
2143,1286492,E-170,Embraer E-Jet
2144,779704,E-170,Embraer E-Jet
2145,1052982,E-170,Embraer E-Jet
2146,1132242,E-170,Embraer E-Jet
2147,1948105,E-170,Embraer E-Jet
2148,1231108,E-170,Embraer E-Jet
2149,2175372,E-170,Embraer E-Jet
2150,1255533,E-170,Embraer E-Jet
2151,2201797,E-170,Embraer E-Jet
2152,1913803,E-170,Embraer E-Jet
2153,1548402,E-170,Embraer E-Jet
2154,2111639,E-170,Embraer E-Jet
2155,2233055,E-170,Embraer E-Jet
2156,1253163,E-170,Embraer E-Jet
2157,1230044,E-170,Embraer E-Jet
2158,1870652,E-170,Embraer E-Jet
2159,1412890,E-170,Embraer E-Jet
2160,2213540,E-170,Embraer E-Jet
2161,832778,E-170,Embraer E-Jet
2162,1277631,E-170,Embraer E-Jet
2163,1909787,E-170,Embraer E-Jet
2164,907298,E-170,Embraer E-Jet
2165,1260870,E-170,Embraer E-Jet
2166,1003826,E-170,Embraer E-Jet
2167,1680707,E-190,Embraer E-Jet
2168,1539297,E-190,Embraer E-Jet
2169,1877896,E-190,Embraer E-Jet
2170,1899114,E-190,Embraer E-Jet
2171,1420069,E-190,Embraer E-Jet
2172,2162833,E-190,Embraer E-Jet
2173,1554632,E-190,Embraer E-Jet
2174,2013250,E-190,Embraer E-Jet
2175,1949040,E-190,Embraer E-Jet
2176,2054455,E-190,Embraer E-Jet
2177,2245655,E-190,Embraer E-Jet
2178,2259021,E-190,Embraer E-Jet
2179,2251900,E-190,Embraer E-Jet
2180,2046694,E-190,Embraer E-Jet
2181,1541263,E-190,Embraer E-Jet
2182,1594059,E-190,Embraer E-Jet
2183,2115317,E-190,Embraer E-Jet
2184,2060454,E-190,Embraer E-Jet
2185,2184057,E-190,Embraer E-Jet
2186,2100821,E-190,Embraer E-Jet
2187,1258502,E-190,Embraer E-Jet
2188,1519814,E-190,Embraer E-Jet
2189,1932450,E-190,Embraer E-Jet
2190,1951693,E-190,Embraer E-Jet
2191,1762097,E-190,Embraer E-Jet
2192,1658463,E-190,Embraer E-Jet
2193,1385441,E-190,Embraer E-Jet
2194,1663625,E-190,Embraer E-Jet
2195,1935194,E-190,Embraer E-Jet
2196,2240720,E-190,Embraer E-Jet
2197,1334213,E-190,Embraer E-Jet
2198,2264793,E-190,Embraer E-Jet
2199,2039047,E-190,Embraer E-Jet
2200,1777801,E-195,Embraer E-Jet
2201,2239066,E-195,Embraer E-Jet
2202,1551125,E-195,Embraer E-Jet
2203,1818393,E-195,Embraer E-Jet
2204,1650653,E-195,Embraer E-Jet
2205,2242332,E-195,Embraer E-Jet
2206,1943165,E-195,Embraer E-Jet
2207,1829675,E-195,Embraer E-Jet
2208,1682041,E-195,Embraer E-Jet
2209,2188151,E-195,Embraer E-Jet
2210,2034205,E-195,Embraer E-Jet
2211,1736158,E-195,Embraer E-Jet
2212,2222240,E-195,Embraer E-Jet
2213,1828262,E-195,Embraer E-Jet
2214,2091938,E-195,Embraer E-Jet
2215,2227561,E-195,Embraer E-Jet
2216,1861811,E-195,Embraer E-Jet
2217,1519022,E-195,Embraer E-Jet
2218,1961234,E-195,Embraer E-Jet
2219,1619847,E-195,Embraer E-Jet
2220,2154734,E-195,Embraer E-Jet
2221,2054441,E-195,Embraer E-Jet
2222,2143568,E-195,Embraer E-Jet
2223,1176910,E-195,Embraer E-Jet
2224,2115085,E-195,Embraer E-Jet
2225,2123883,E-195,Embraer E-Jet
2226,1905022,E-195,Embraer E-Jet
2227,1779182,E-195,Embraer E-Jet
2228,1163999,E-195,Embraer E-Jet
2229,2004590,E-195,Embraer E-Jet
2230,1455394,E-195,Embraer E-Jet
2231,2172296,E-195,Embraer E-Jet
2232,2058486,E-195,Embraer E-Jet
2233,1799469,E-195,Embraer E-Jet
2234,154392,EMB-120,EMB-120
2235,483246,EMB-120,EMB-120
2236,880595,EMB-120,EMB-120
2237,1239225,EMB-120,EMB-120
2238,1168799,EMB-120,EMB-120
2239,1244620,EMB-120,EMB-120
2240,1597903,EMB-120,EMB-120
2241,74371,EMB-120,EMB-120
2242,999159,EMB-120,EMB-120
2243,1695911,EMB-120,EMB-120
2244,97758,EMB-120,EMB-120
2245,897305,EMB-120,EMB-120
2246,618977,EMB-120,EMB-120
2247,184373,EMB-120,EMB-120
2248,1407503,EMB-120,EMB-120
2249,448054,EMB-120,EMB-120
2250,1776805,EMB-120,EMB-120
2251,697383,EMB-120,EMB-120
2252,275110,EMB-120,EMB-120
2253,2006024,EMB-120,EMB-120
2254,488514,EMB-120,EMB-120
2255,1757785,EMB-120,EMB-120
2256,1222195,EMB-120,EMB-120
2257,136148,EMB-120,EMB-120
2258,979652,EMB-120,EMB-120
2259,202431,EMB-120,EMB-120
2260,1390673,EMB-120,EMB-120
2261,316509,EMB-120,EMB-120
2262,457890,EMB-120,EMB-120
2263,492538,EMB-120,EMB-120
2264,350200,EMB-120,EMB-120
2265,1519466,EMB-120,EMB-120
2266,143079,EMB-120,EMB-120
2267,422704,ERJ 135,Embraer ERJ 145
2268,1217294,ERJ 135,Embraer ERJ 145
2269,909665,ERJ 135,Embraer ERJ 145
2270,1550821,ERJ 135,Embraer ERJ 145
2271,1746036,ERJ 135,Embraer ERJ 145
2272,1025168,ERJ 135,Embraer ERJ 145
2273,1475361,ERJ 135,Embraer ERJ 145
2274,1954835,ERJ 135,Embraer ERJ 145
2275,285462,ERJ 135,Embraer ERJ 145
2276,961756,ERJ 135,Embraer ERJ 145
2277,1399596,ERJ 135,Embraer ERJ 145
2278,1956503,ERJ 135,Embraer ERJ 145
2279,1429072,ERJ 135,Embraer ERJ 145
2280,227131,ERJ 135,Embraer ERJ 145
2281,842124,ERJ 135,Embraer ERJ 145
2282,1204260,ERJ 135,Embraer ERJ 145
2283,1299912,ERJ 135,Embraer ERJ 145
2284,1414284,ERJ 135,Embraer ERJ 145
2285,1699127,ERJ 135,Embraer ERJ 145
2286,1162898,ERJ 135,Embraer ERJ 145
2287,227129,ERJ 135,Embraer ERJ 145
2288,2164986,ERJ 135,Embraer ERJ 145
2289,457843,ERJ 135,Embraer ERJ 145
2290,2020296,ERJ 135,Embraer ERJ 145
2291,1554094,ERJ 135,Embraer ERJ 145
2292,1223347,ERJ 135,Embraer ERJ 145
2293,2153514,ERJ 135,Embraer ERJ 145
2294,100211,ERJ 135,Embraer ERJ 145
2295,1815884,ERJ 135,Embraer ERJ 145
2296,1332077,ERJ 135,Embraer ERJ 145
2297,1924170,ERJ 135,Embraer ERJ 145
2298,1129151,ERJ 135,Embraer ERJ 145
2299,692098,ERJ 135,Embraer ERJ 145
2300,576246,ERJ 145,Embraer ERJ 145
2301,1545195,ERJ 145,Embraer ERJ 145
2302,295742,ERJ 145,Embraer ERJ 145
2303,1468398,ERJ 145,Embraer ERJ 145
2304,1931060,ERJ 145,Embraer ERJ 145
2305,701142,ERJ 145,Embraer ERJ 145
2306,2173590,ERJ 145,Embraer ERJ 145
2307,1503758,ERJ 145,Embraer ERJ 145
2308,1345199,ERJ 145,Embraer ERJ 145
2309,767540,ERJ 145,Embraer ERJ 145
2310,2003270,ERJ 145,Embraer ERJ 145
2311,1246013,ERJ 145,Embraer ERJ 145
2312,2096085,ERJ 145,Embraer ERJ 145
2313,1404675,ERJ 145,Embraer ERJ 145
2314,1782070,ERJ 145,Embraer ERJ 145
2315,185324,ERJ 145,Embraer ERJ 145
2316,1341834,ERJ 145,Embraer ERJ 145
2317,1550713,ERJ 145,Embraer ERJ 145
2318,1054078,ERJ 145,Embraer ERJ 145
2319,396527,ERJ 145,Embraer ERJ 145
2320,1073073,ERJ 145,Embraer ERJ 145
2321,842353,ERJ 145,Embraer ERJ 145
2322,1302786,ERJ 145,Embraer ERJ 145
2323,1287650,ERJ 145,Embraer ERJ 145
2324,67670,ERJ 145,Embraer ERJ 145
2325,1304093,ERJ 145,Embraer ERJ 145
2326,800636,ERJ 145,Embraer ERJ 145
2327,1376551,ERJ 145,Embraer ERJ 145
2328,331433,ERJ 145,Embraer ERJ 145
2329,1730979,ERJ 145,Embraer ERJ 145
2330,1357956,ERJ 145,Embraer ERJ 145
2331,1114210,ERJ 145,Embraer ERJ 145
2332,1338266,ERJ 145,Embraer ERJ 145
2333,440696,ERJ 145,Embraer ERJ 145
2334,1378765,Embraer,Embraer Legacy 600
2335,1753489,Embraer,Embraer Legacy 600
2336,1736103,Embraer,Embraer Legacy 600
2337,985695,Embraer,Embraer Legacy 600
2338,2091945,Embraer,Embraer Legacy 600
2339,1834825,Embraer,Embraer Legacy 600
2340,1169797,Embraer,Embraer Legacy 600
2341,758132,Embraer,Embraer Legacy 600
2342,2205702,Embraer,Embraer Legacy 600
2343,993510,Embraer,Embraer Legacy 600
2344,1043777,Embraer,Embraer Legacy 600
2345,1476103,Embraer,Embraer Legacy 600
2346,1387200,Embraer,Embraer Legacy 600
2347,1605154,Embraer,Embraer Legacy 600
2348,1420606,Embraer,Embraer Legacy 600
2349,1602123,Embraer,Embraer Legacy 600
2350,1714826,Embraer,Embraer Legacy 600
2351,1471734,Embraer,Embraer Legacy 600
2352,1539360,Embraer,Embraer Legacy 600
2353,2123927,Embraer,Embraer Legacy 600
2354,1068361,Embraer,Embraer Legacy 600
2355,1686428,Embraer,Embraer Legacy 600
2356,1599938,Embraer,Embraer Legacy 600
2357,1807123,Embraer,Embraer Legacy 600
2358,1834788,Embraer,Embraer Legacy 600
2359,1429177,Embraer,Embraer Legacy 600
2360,1312876,Embraer,Embraer Legacy 600
2361,1204185,Embraer,Embraer Legacy 600
2362,794898,Embraer,Embraer Legacy 600
2363,1560946,Embraer,Embraer Legacy 600
2364,1535182,Embraer,Embraer Legacy 600
2365,2180061,Embraer,Embraer Legacy 600
2366,2020515,Embraer,Embraer Legacy 600
2367,2258768,Eurofig,Eurofighter Typhoon
2368,1660305,Eurofig,Eurofighter Typhoon
2369,1940255,Eurofig,Eurofighter Typhoon
2370,1349341,Eurofig,Eurofighter Typhoon
2371,2185361,Eurofig,Eurofighter Typhoon
2372,1556013,Eurofig,Eurofighter Typhoon
2373,1303850,Eurofig,Eurofighter Typhoon
2374,1499561,Eurofig,Eurofighter Typhoon
2375,1496924,Eurofig,Eurofighter Typhoon
2376,2136384,Eurofig,Eurofighter Typhoon
2377,1658293,Eurofig,Eurofighter Typhoon
2378,876574,Eurofig,Eurofighter Typhoon
2379,1981388,Eurofig,Eurofighter Typhoon
2380,1946038,Eurofig,Eurofighter Typhoon
2381,1328044,Eurofig,Eurofighter Typhoon
2382,1251381,Eurofig,Eurofighter Typhoon
2383,1707110,Eurofig,Eurofighter Typhoon
2384,1576113,Eurofig,Eurofighter Typhoon
2385,1254962,Eurofig,Eurofighter Typhoon
2386,1373009,Eurofig,Eurofighter Typhoon
2387,1299226,Eurofig,Eurofighter Typhoon
2388,2157819,Eurofig,Eurofighter Typhoon
2389,1499821,Eurofig,Eurofighter Typhoon
2390,1754077,Eurofig,Eurofighter Typhoon
2391,1351641,Eurofig,Eurofighter Typhoon
2392,1639456,Eurofig,Eurofighter Typhoon
2393,1952462,Eurofig,Eurofighter Typhoon
2394,1443070,Eurofig,Eurofighter Typhoon
2395,1245051,Eurofig,Eurofighter Typhoon
2396,877089,Eurofig,Eurofighter Typhoon
2397,1564429,Eurofig,Eurofighter Typhoon
2398,1966169,Eurofig,Eurofighter Typhoon
2399,1085159,Eurofig,Eurofighter Typhoon
2400,735402,F-16A/B,F-16
2401,1307230,F-16A/B,F-16
2402,1223924,F-16A/B,F-16
2403,1564426,F-16A/B,F-16
2404,934121,F-16A/B,F-16
2405,1499817,F-16A/B,F-16
2406,736498,F-16A/B,F-16
2407,2136394,F-16A/B,F-16
2408,2118954,F-16A/B,F-16
2409,2147025,F-16A/B,F-16
2410,2243568,F-16A/B,F-16
2411,1754078,F-16A/B,F-16
2412,1596393,F-16A/B,F-16
2413,1601715,F-16A/B,F-16
2414,2114079,F-16A/B,F-16
2415,2145444,F-16A/B,F-16
2416,1588718,F-16A/B,F-16
2417,1196995,F-16A/B,F-16
2418,1123669,F-16A/B,F-16
2419,1364706,F-16A/B,F-16
2420,1259625,F-16A/B,F-16
2421,1223797,F-16A/B,F-16
2422,1476963,F-16A/B,F-16
2423,1706712,F-16A/B,F-16
2424,1463710,F-16A/B,F-16
